Age,Age_Group,Income,Marital_Status,Education_Level,Kidhome,Teenhome,Has_Children,Customer_Days,Customer_Tenure_Years,Customer_Tenure_Group,Recency,NumWebPurchases,NumStorePurchases,NumCatalogPurchases,NumDealsPurchases,NumWebVisitsMonth,MntTotal,MntGoldProds,Premium_Spend_Share,Is_High_Value_Customer,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,MntRegularProds,AcceptedCmpOverall
68,Seniors,85431.0,Together,PhD,0,0,False,2545,6.97,Established,54,2,7,7,1,0,1112.0,53.0,0.0477,True,376.0,53.0,462.0,168.0,53.0,0,0,0,0,0,0,3,11,0,1059,0
53,Mid-Age,42664.0,Married,Graduation,0,1,True,2262,6.19,Newer,44,1,3,0,1,6,24.0,0.0,0.0,False,21.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,3,11,0,24,0
43,Adults,28973.0,Married,PhD,0,0,False,2783,7.62,Established,59,5,5,1,2,8,257.0,12.0,0.0467,False,206.0,0.0,46.0,3.0,2.0,0,0,0,0,0,0,3,11,0,245,0
47,Mid-Age,39435.0,Together,PhD,1,0,True,2486,6.81,Newer,16,3,2,1,1,7,89.0,13.0,0.1461,False,71.0,0.0,18.0,0.0,0.0,0,0,0,0,0,0,3,11,0,76,0
36,Adults,65370.0,Married,2n Cycle,0,0,False,2491,6.82,Newer,1,2,13,3,1,1,432.0,29.0,0.0671,False,71.0,22.0,112.0,138.0,89.0,0,0,0,0,0,0,3,11,0,403,0
41,Adults,20194.0,Single,Basic,1,0,True,2718,7.44,Established,64,2,3,0,2,6,32.0,15.0,0.4688,False,0.0,4.0,7.0,11.0,10.0,0,0,0,0,0,0,3,11,0,17,0
44,Adults,42473.0,Single,PhD,1,1,True,2291,6.27,Newer,72,2,4,1,3,5,119.0,25.0,0.2101,False,93.0,1.0,21.0,0.0,4.0,0,0,0,0,0,0,3,11,0,94,0
52,Mid-Age,64590.0,Married,Graduation,0,0,False,2782,7.62,Established,98,9,10,4,1,6,1308.0,30.0,0.0229,True,920.0,138.0,168.0,36.0,46.0,0,0,0,0,0,0,3,11,0,1278,0
61,Seniors,71232.0,Together,Graduation,0,1,True,2372,6.49,Newer,91,11,10,2,2,7,900.0,17.0,0.0189,False,653.0,17.0,170.0,34.0,26.0,0,0,0,0,0,0,3,11,0,883,0
49,Mid-Age,34600.0,Together,Graduation,1,1,True,2703,7.4,Established,8,5,5,2,5,8,303.0,15.0,0.0495,False,199.0,33.0,60.0,8.0,3.0,0,0,0,0,0,0,3,11,1,288,0
53,Mid-Age,46904.0,Single,Graduation,1,1,True,2762,7.56,Established,20,5,4,1,4,8,222.0,31.0,0.1396,False,153.0,4.0,56.0,0.0,9.0,0,0,0,0,0,0,3,11,0,191,0
47,Mid-Age,49094.0,Married,Graduation,0,1,True,2805,7.68,Established,6,6,6,3,5,6,433.0,69.0,0.1594,False,376.0,0.0,38.0,11.0,8.0,0,0,0,0,0,0,3,11,0,364,0
37,Adults,36075.0,Together,Graduation,1,0,True,2361,6.46,Newer,54,2,4,0,1,6,89.0,30.0,0.3371,False,46.0,0.0,30.0,12.0,1.0,0,0,0,0,0,0,3,11,0,59,0
41,Adults,60839.0,Together,2n Cycle,1,1,True,2829,7.75,Established,72,2,12,2,13,8,1122.0,128.0,0.1141,True,600.0,21.0,128.0,223.0,150.0,0,0,0,0,0,0,3,11,0,994,0
58,Mid-Age,82122.0,Together,2n Cycle,0,0,False,2477,6.78,Newer,89,3,13,9,1,1,1282.0,100.0,0.078,True,734.0,22.0,350.0,151.0,25.0,0,0,1,0,0,0,3,11,0,1182,1
68,Seniors,34074.0,Together,Graduation,1,1,True,2510,6.87,Newer,69,3,3,3,5,6,188.0,67.0,0.3564,False,135.0,1.0,41.0,10.0,1.0,1,0,0,0,0,0,3,11,0,121,1
60,Seniors,28520.0,Married,Master,1,1,True,2539,6.95,Established,55,1,2,1,1,6,23.0,20.0,0.8696,False,11.0,0.0,10.0,0.0,2.0,0,0,0,0,0,0,3,11,0,3,0
65,Seniors,62535.0,Single,Graduation,0,1,True,2428,6.65,Newer,13,3,8,2,1,3,346.0,52.0,0.1503,False,163.0,48.0,90.0,0.0,45.0,0,0,0,0,0,0,3,11,0,294,0
43,Adults,36273.0,Single,Master,1,0,True,2233,6.11,Newer,80,3,3,0,2,6,67.0,9.0,0.1343,False,29.0,3.0,30.0,3.0,2.0,0,0,0,0,0,0,3,11,0,58,0
56,Mid-Age,63404.0,Together,Graduation,0,2,True,2182,5.97,Newer,97,6,4,3,2,4,885.0,17.0,0.0192,False,734.0,26.0,70.0,11.0,44.0,0,0,0,1,0,0,3,11,0,868,1
44,Adults,78416.0,Together,Graduation,0,1,True,2161,5.92,Newer,99,7,10,7,2,3,996.0,183.0,0.1837,True,453.0,38.0,279.0,188.0,38.0,0,0,0,0,0,0,3,11,0,813,0
46,Mid-Age,75702.0,Together,Graduation,0,1,True,2782,7.62,Established,87,10,13,5,1,6,1884.0,37.0,0.0196,True,1073.0,0.0,629.0,145.0,37.0,0,0,1,0,0,0,3,11,0,1847,1
69,Seniors,59385.0,Together,Master,1,1,True,2586,7.08,Established,85,3,4,1,2,5,149.0,36.0,0.2416,False,135.0,0.0,10.0,0.0,4.0,0,0,0,0,0,0,3,11,0,113,0
69,Seniors,44689.0,Married,Graduation,1,1,True,2329,6.38,Newer,82,1,2,1,2,7,23.0,11.0,0.4783,False,18.0,0.0,5.0,0.0,0.0,1,0,0,0,0,0,3,11,0,12,1
54,Mid-Age,7144.0,Single,PhD,0,2,True,2363,6.47,Newer,92,23,1,1,0,0,125.0,291.0,2.328,False,81.0,4.0,33.0,5.0,2.0,0,0,0,0,0,0,3,11,0,-166,0
64,Seniors,90369.0,Married,Graduation,0,0,False,2221,6.08,Newer,2,4,6,6,1,1,1571.0,17.0,0.0108,True,292.0,51.0,981.0,224.0,23.0,0,0,0,0,0,0,3,11,1,1554,0
46,Mid-Age,63159.0,Single,PhD,0,0,False,2760,7.56,Established,74,3,8,5,1,3,1760.0,37.0,0.021,True,965.0,34.0,586.0,89.0,86.0,1,0,0,0,0,0,3,11,0,1723,1
57,Mid-Age,46757.0,Single,PhD,0,1,True,2749,7.53,Established,71,4,7,4,6,9,1021.0,122.0,0.1195,True,777.0,30.0,163.0,0.0,51.0,0,0,0,0,0,0,3,11,0,899,0
51,Mid-Age,79734.0,Married,Master,0,0,False,2160,5.91,Newer,72,4,6,3,1,1,897.0,17.0,0.019,False,572.0,8.0,232.0,23.0,62.0,0,0,0,1,0,0,3,11,0,880,1
28,Young Adults,63207.0,Together,Graduation,0,0,False,2684,7.35,Established,68,2,6,3,1,7,1432.0,70.0,0.0489,True,438.0,169.0,565.0,91.0,169.0,0,0,0,1,0,0,3,11,0,1362,1
66,Seniors,72071.0,Divorced,Graduation,0,1,True,2659,7.28,Established,4,5,8,4,3,2,1188.0,150.0,0.1263,True,531.0,69.0,300.0,150.0,138.0,0,0,0,0,0,0,3,11,0,1038,0
37,Adults,21840.0,Together,PhD,1,0,True,2502,6.85,Newer,80,1,3,0,1,9,26.0,1.0,0.0385,False,17.0,0.0,9.0,0.0,0.0,0,0,0,0,0,0,3,11,0,25,0
38,Adults,58582.0,Together,2n Cycle,0,1,True,2433,6.66,Newer,15,9,9,2,2,5,721.0,42.0,0.0583,False,402.0,35.0,106.0,101.0,77.0,0,1,0,0,0,0,3,11,0,679,1
69,Seniors,72282.0,Single,Graduation,0,0,False,2504,6.86,Newer,70,5,9,7,1,7,1178.0,153.0,0.1299,True,503.0,27.0,419.0,90.0,139.0,0,0,0,0,0,0,3,11,1,1025,0
64,Seniors,50387.0,Married,Graduation,0,2,True,2461,6.74,Newer,91,6,8,2,3,5,491.0,34.0,0.0692,False,369.0,9.0,87.0,12.0,14.0,0,0,0,0,0,0,3,11,0,457,0
59,Mid-Age,32583.0,Together,PhD,1,1,True,2173,5.95,Newer,10,1,2,0,1,7,8.0,1.0,0.125,False,5.0,0.0,3.0,0.0,0.0,0,0,0,0,0,0,3,11,0,7,0
58,Mid-Age,62568.0,Together,Graduation,0,1,True,2242,6.14,Newer,99,5,5,3,3,4,892.0,61.0,0.0684,False,362.0,17.0,398.0,80.0,35.0,0,0,0,1,0,0,3,11,0,831,1
49,Mid-Age,44635.0,Divorced,Master,1,1,True,2420,6.63,Newer,25,2,3,0,2,7,65.0,3.0,0.0462,False,56.0,0.0,9.0,0.0,0.0,0,0,0,0,0,0,3,11,0,62,0
52,Mid-Age,63967.0,Married,Graduation,0,1,True,2483,6.8,Newer,57,4,12,4,3,2,720.0,162.0,0.225,False,387.0,84.0,141.0,73.0,35.0,0,0,0,0,0,0,3,11,0,558,0
42,Adults,52513.0,Together,2n Cycle,0,0,False,2822,7.73,Established,84,9,9,5,2,7,917.0,232.0,0.253,False,367.0,17.0,241.0,104.0,188.0,0,0,0,0,0,0,3,11,0,685,0
51,Mid-Age,25293.0,Married,Graduation,1,0,True,2446,6.7,Newer,51,1,2,1,1,8,28.0,9.0,0.3214,False,15.0,0.0,11.0,0.0,2.0,0,0,0,0,0,0,3,11,0,19,0
55,Mid-Age,54111.0,Widow,PhD,0,1,True,2467,6.75,Newer,97,5,6,2,2,5,338.0,50.0,0.1479,False,267.0,6.0,54.0,8.0,3.0,0,0,0,0,0,0,3,11,0,288,0
34,Adults,78394.0,Together,Graduation,0,0,False,2658,7.28,Established,13,4,5,6,1,2,1262.0,166.0,0.1315,True,298.0,27.0,697.0,216.0,24.0,0,0,0,0,0,0,3,11,1,1096,0
62,Seniors,80739.0,Married,Master,0,0,False,2561,7.01,Established,92,3,9,11,1,1,1541.0,92.0,0.0597,True,674.0,92.0,736.0,39.0,0.0,0,0,0,0,0,0,3,11,0,1449,0
45,Mid-Age,22669.0,Together,Master,1,0,True,2562,7.01,Established,30,4,2,1,3,9,125.0,48.0,0.384,False,16.0,14.0,36.0,37.0,22.0,0,0,0,0,0,0,3,11,1,77,0
33,Adults,29236.0,Single,Graduation,1,0,True,2423,6.63,Newer,30,4,3,0,2,9,90.0,9.0,0.1,False,37.0,4.0,24.0,16.0,9.0,0,0,0,0,0,0,3,11,0,81,0
61,Seniors,44911.0,Together,Graduation,0,1,True,2630,7.2,Established,11,4,4,1,3,7,184.0,31.0,0.1685,False,159.0,0.0,22.0,2.0,1.0,0,0,0,0,0,0,3,11,0,153,0
58,Mid-Age,54693.0,Married,PhD,0,1,True,2656,7.27,Established,72,6,13,4,8,6,894.0,35.0,0.0391,False,686.0,17.0,142.0,23.0,26.0,0,0,0,0,0,0,3,11,0,859,0
46,Mid-Age,48186.0,Together,Graduation,1,0,True,2260,6.19,Newer,39,4,4,1,3,7,185.0,34.0,0.1838,False,97.0,3.0,66.0,12.0,7.0,0,0,0,0,0,0,3,11,0,151,0
43,Adults,54809.0,Married,Graduation,1,1,True,2450,6.71,Newer,0,2,5,1,4,4,152.0,22.0,0.1447,False,63.0,6.0,57.0,13.0,13.0,0,0,0,0,0,0,3,11,1,130,0
42,Adults,41580.0,Together,Graduation,1,1,True,2725,7.46,Established,15,2,3,1,3,5,89.0,3.0,0.0337,False,56.0,5.0,24.0,4.0,0.0,0,0,0,0,0,0,3,11,0,86,0
50,Mid-Age,80336.0,Married,PhD,0,0,False,2452,6.71,Newer,12,2,13,9,1,1,986.0,66.0,0.0669,True,209.0,19.0,456.0,160.0,142.0,0,0,0,0,0,0,3,11,0,920,0
63,Seniors,47743.0,Married,Graduation,0,1,True,2623,7.18,Established,56,4,6,1,3,6,255.0,20.0,0.0784,False,198.0,2.0,43.0,0.0,12.0,0,1,0,0,0,0,3,11,0,235,1
65,Seniors,62972.0,Married,2n Cycle,0,1,True,2854,7.81,Established,39,7,3,4,2,6,395.0,192.0,0.4861,False,313.0,15.0,47.0,20.0,0.0,0,0,0,0,0,0,3,11,0,203,0
66,Seniors,57333.0,Divorced,PhD,0,1,True,2804,7.68,Established,55,8,9,5,11,6,1486.0,176.0,0.1184,True,941.0,14.0,397.0,76.0,58.0,0,0,0,0,0,0,3,11,1,1310,0
38,Adults,32313.0,Together,PhD,1,0,True,2662,7.29,Established,60,4,4,0,3,9,152.0,7.0,0.0461,False,86.0,4.0,56.0,2.0,4.0,0,0,0,0,0,0,3,11,0,145,0
67,Seniors,84953.0,Widow,Master,0,0,False,2550,6.98,Established,73,3,4,10,1,2,952.0,72.0,0.0756,False,167.0,48.0,602.0,63.0,72.0,0,1,1,1,0,0,3,11,1,880,3
52,Mid-Age,27071.0,Divorced,Master,1,0,True,2226,6.09,Newer,90,2,3,0,2,6,32.0,3.0,0.0938,False,8.0,3.0,19.0,0.0,2.0,0,0,0,0,0,0,3,11,0,29,0
63,Seniors,68148.0,Together,Master,0,0,False,2461,6.74,Newer,86,4,6,4,1,2,957.0,85.0,0.0888,False,389.0,66.0,408.0,37.0,57.0,0,0,0,0,0,0,3,11,0,872,0
55,Mid-Age,65735.0,Together,Master,1,1,True,2363,6.47,Newer,37,6,6,2,5,7,384.0,11.0,0.0286,False,239.0,7.0,119.0,4.0,15.0,0,0,0,0,0,0,3,11,0,373,0
45,Mid-Age,86836.0,Married,PhD,0,0,False,2814,7.7,Established,7,6,6,10,1,5,494.0,63.0,0.1275,False,179.0,21.0,273.0,0.0,21.0,1,0,1,1,0,0,3,11,1,431,3
57,Mid-Age,4023.0,Married,PhD,1,1,True,2165,5.93,Newer,29,0,0,0,15,19,8.0,1.0,0.125,False,5.0,0.0,1.0,1.0,1.0,0,0,0,0,0,0,3,11,0,7,0
30,Adults,30093.0,Married,Graduation,0,0,False,2515,6.89,Established,19,2,3,0,1,7,53.0,16.0,0.3019,False,2.0,6.0,28.0,13.0,4.0,0,0,0,0,0,0,3,11,0,37,0
54,Mid-Age,57705.0,Married,PhD,0,1,True,2328,6.37,Newer,14,8,6,1,3,6,446.0,40.0,0.0897,False,383.0,0.0,53.0,6.0,4.0,0,0,0,0,0,0,3,11,0,406,0
32,Adults,25008.0,Single,Graduation,1,0,True,2306,6.31,Newer,72,1,3,0,2,8,25.0,9.0,0.36,False,2.0,8.0,8.0,6.0,1.0,0,0,0,0,0,0,3,11,0,16,0
25,Young Adults,83257.0,Single,2n Cycle,0,0,False,2808,7.69,Established,56,5,12,10,1,6,1298.0,67.0,0.0516,True,536.0,27.0,590.0,38.0,107.0,1,0,1,0,0,1,3,11,1,1231,2
45,Mid-Age,22280.0,Together,Graduation,1,0,True,2565,7.02,Established,85,1,2,0,1,8,11.0,2.0,0.1818,False,2.0,1.0,4.0,3.0,1.0,0,0,0,0,0,0,3,11,0,9,0
42,Adults,72159.0,Married,PhD,0,0,False,2767,7.58,Established,62,4,10,6,1,2,1348.0,53.0,0.0393,True,322.0,53.0,899.0,34.0,40.0,0,0,0,0,0,0,3,11,0,1295,0
59,Mid-Age,64260.0,Together,Graduation,0,0,False,2693,7.37,Established,1,4,4,5,1,3,1544.0,30.0,0.0194,True,539.0,169.0,816.0,20.0,0.0,0,0,0,0,0,0,3,11,1,1514,0
36,Adults,82733.0,Single,PhD,0,0,False,2451,6.71,Newer,28,8,7,4,1,4,1285.0,38.0,0.0296,True,712.0,50.0,420.0,65.0,38.0,0,0,0,0,0,0,3,11,1,1247,0
49,Mid-Age,74290.0,Divorced,Master,0,1,True,2480,6.79,Newer,70,10,10,8,4,6,1205.0,12.0,0.01,True,1121.0,0.0,72.0,0.0,12.0,0,1,0,1,0,0,3,11,0,1193,2
69,Seniors,58217.0,Single,Master,2,1,True,2748,7.52,Established,84,2,4,0,1,6,90.0,13.0,0.1444,False,68.0,1.0,13.0,3.0,5.0,0,0,0,0,0,0,3,11,0,77,0
44,Adults,21024.0,Together,Master,0,0,False,2519,6.9,Established,89,2,4,0,1,7,66.0,18.0,0.2727,False,36.0,4.0,18.0,6.0,2.0,0,0,0,0,0,0,3,11,0,48,0
48,Mid-Age,70116.0,Married,PhD,0,0,False,2678,7.33,Established,73,2,12,8,1,1,1507.0,29.0,0.0192,True,707.0,44.0,603.0,95.0,58.0,0,0,0,0,0,0,3,11,0,1478,0
35,Adults,54006.0,Together,Graduation,1,0,True,2808,7.69,Established,42,8,7,1,2,7,484.0,97.0,0.2004,False,174.0,77.0,203.0,6.0,24.0,0,0,0,0,0,0,3,11,0,387,0
54,Mid-Age,69063.0,Married,PhD,0,1,True,2758,7.55,Established,16,5,5,3,1,3,902.0,26.0,0.0288,False,666.0,35.0,124.0,69.0,8.0,0,0,0,0,0,0,3,11,0,876,0
45,Mid-Age,11448.0,Divorced,2n Cycle,0,0,False,2355,6.45,Newer,16,1,2,0,1,6,8.0,6.0,0.75,False,0.0,0.0,0.0,6.0,2.0,0,0,0,0,0,0,3,11,0,2,0
49,Mid-Age,70886.0,Married,Graduation,1,0,True,2417,6.62,Newer,65,5,4,4,1,2,907.0,53.0,0.0584,False,407.0,70.0,239.0,103.0,88.0,0,0,0,0,0,0,3,11,0,854,0
47,Mid-Age,60208.0,Widow,Graduation,1,1,True,2789,7.64,Established,13,8,7,3,11,7,597.0,59.0,0.0988,False,488.0,23.0,71.0,15.0,0.0,0,1,0,0,0,0,3,11,1,538,1
52,Mid-Age,32889.0,Together,Master,1,1,True,2455,6.72,Newer,78,2,3,1,3,5,47.0,8.0,0.1702,False,28.0,0.0,13.0,4.0,2.0,0,0,0,0,0,0,3,11,0,39,0
36,Adults,34738.0,Single,Graduation,1,0,True,2208,6.05,Newer,51,1,3,0,1,6,18.0,2.0,0.1111,False,3.0,2.0,10.0,3.0,0.0,0,0,0,0,0,0,3,11,0,16,0
49,Mid-Age,30538.0,Together,Master,1,0,True,2795,7.65,Established,27,9,4,0,4,10,347.0,20.0,0.0576,False,284.0,0.0,52.0,8.0,3.0,0,0,0,0,0,0,3,11,0,327,0
43,Adults,82326.0,Together,2n Cycle,0,0,False,2270,6.21,Newer,30,5,6,10,1,2,2074.0,183.0,0.0882,True,938.0,142.0,754.0,159.0,81.0,0,1,1,1,0,0,3,11,1,1891,3
53,Mid-Age,26642.0,Divorced,PhD,1,0,True,2279,6.24,Newer,71,2,3,0,2,6,34.0,8.0,0.2353,False,13.0,2.0,15.0,2.0,2.0,0,0,0,0,0,0,3,11,0,26,0
56,Mid-Age,69932.0,Divorced,Graduation,0,1,True,2541,6.96,Established,97,7,11,6,2,4,992.0,57.0,0.0575,True,412.0,172.0,153.0,150.0,105.0,0,0,0,0,0,0,3,11,0,935,0
48,Mid-Age,44503.0,Single,Graduation,1,1,True,2233,6.11,Newer,83,2,3,0,2,6,40.0,8.0,0.2,False,31.0,1.0,8.0,0.0,0.0,0,0,0,0,0,0,3,11,0,32,0
72,Seniors,60200.0,Single,PhD,0,1,True,2702,7.4,Established,3,6,11,2,6,6,659.0,26.0,0.0395,False,502.0,19.0,132.0,0.0,6.0,0,0,0,0,0,0,3,11,0,633,0
68,Seniors,49638.0,Divorced,Graduation,0,1,True,2230,6.11,Newer,71,1,3,0,1,2,39.0,0.0,0.0,False,18.0,10.0,3.0,3.0,5.0,0,0,0,0,0,0,3,11,0,39,0
33,Adults,23830.0,Single,2n Cycle,0,0,False,2301,6.3,Newer,3,1,3,0,1,7,27.0,16.0,0.5926,False,1.0,8.0,6.0,4.0,8.0,0,0,0,0,0,0,3,11,0,11,0
61,Seniors,33051.0,Widow,Master,0,0,False,2841,7.78,Established,15,9,8,1,3,9,616.0,219.0,0.3555,False,100.0,71.0,243.0,108.0,94.0,0,0,0,0,0,0,3,11,1,397,0
62,Seniors,72905.0,Married,Graduation,0,0,False,2318,6.35,Newer,52,3,9,7,1,1,1312.0,203.0,0.1547,True,407.0,114.0,445.0,181.0,165.0,0,0,0,1,0,0,3,11,0,1109,1
69,Seniors,69702.0,Together,PhD,0,1,True,2654,7.27,Established,8,7,10,7,2,4,982.0,57.0,0.058,True,664.0,9.0,240.0,50.0,19.0,0,0,0,0,0,0,3,11,0,925,0
45,Mid-Age,70300.0,Divorced,Graduation,1,0,True,2508,6.87,Newer,89,5,13,5,3,8,1550.0,46.0,0.0297,True,1045.0,61.0,338.0,60.0,46.0,0,0,0,0,0,0,3,11,0,1504,0
36,Adults,70643.0,Married,PhD,0,0,False,2781,7.61,Established,66,5,4,8,1,6,1795.0,33.0,0.0184,True,1218.0,107.0,304.0,23.0,143.0,0,0,0,0,0,0,3,11,1,1762,0
51,Mid-Age,30396.0,Married,PhD,1,0,True,2219,6.08,Newer,22,1,2,1,2,7,22.0,12.0,0.5455,False,15.0,0.0,6.0,0.0,1.0,1,0,0,0,0,0,3,11,1,10,1
52,Mid-Age,50616.0,Divorced,PhD,0,1,True,2231,6.11,Newer,56,4,4,0,2,7,145.0,4.0,0.0276,False,128.0,0.0,16.0,0.0,1.0,0,0,0,0,0,0,3,11,0,141,0
51,Mid-Age,62772.0,Single,Master,0,1,True,2565,7.02,Established,74,5,11,6,1,2,838.0,108.0,0.1289,False,581.0,49.0,157.0,43.0,8.0,0,1,0,0,0,0,3,11,0,730,1
35,Adults,30298.0,Single,PhD,0,0,False,2200,6.02,Newer,48,1,3,1,1,3,28.0,0.0,0.0,False,6.0,3.0,12.0,6.0,1.0,0,0,0,0,0,0,3,11,0,28,0
36,Adults,52413.0,Single,Graduation,1,0,True,2762,7.56,Established,67,7,7,1,2,7,438.0,12.0,0.0274,False,185.0,8.0,133.0,56.0,56.0,0,0,0,0,0,0,3,11,0,426,0
63,Seniors,44155.0,Married,PhD,1,1,True,2320,6.35,Newer,24,1,2,1,1,4,32.0,14.0,0.4375,False,22.0,1.0,9.0,0.0,0.0,0,0,0,0,0,0,3,11,0,18,0
49,Mid-Age,86979.0,Divorced,PhD,0,0,False,2393,6.55,Newer,67,5,5,5,1,2,1667.0,35.0,0.021,True,584.0,100.0,835.0,65.0,83.0,1,0,0,0,0,0,3,11,1,1632,1
45,Mid-Age,76532.0,Together,Graduation,1,1,True,2452,6.71,Newer,38,9,7,5,4,5,790.0,30.0,0.038,False,355.0,30.0,177.0,90.0,138.0,0,0,0,0,0,0,3,11,0,760,0
38,Adults,42081.0,Married,Graduation,1,0,True,2647,7.25,Established,86,6,4,3,2,6,355.0,27.0,0.0761,False,175.0,10.0,110.0,54.0,6.0,1,0,0,0,0,0,3,11,0,328,1
31,Adults,88420.0,Together,Master,0,0,False,2217,6.07,Newer,87,4,8,7,1,1,1916.0,153.0,0.0799,True,957.0,153.0,612.0,99.0,95.0,1,0,1,1,0,0,3,11,0,1763,3
35,Adults,31158.0,Married,Graduation,1,0,True,2677,7.33,Established,62,2,3,0,2,8,67.0,5.0,0.0746,False,25.0,6.0,16.0,20.0,0.0,0,0,0,0,0,0,3,11,0,62,0
52,Mid-Age,61671.0,Divorced,Graduation,0,1,True,2185,5.98,Newer,23,10,6,4,8,8,704.0,28.0,0.0398,False,641.0,7.0,56.0,0.0,0.0,0,1,0,1,0,0,3,11,0,676,2
46,Mid-Age,69719.0,Single,Graduation,0,0,False,2193,6.0,Newer,99,2,5,3,1,1,758.0,43.0,0.0567,False,273.0,86.0,208.0,177.0,14.0,0,0,0,0,0,0,3,11,0,715,0
71,Seniors,49160.0,Divorced,Graduation,0,1,True,2411,6.6,Newer,29,3,6,1,2,6,221.0,15.0,0.0679,False,122.0,21.0,43.0,25.0,10.0,0,0,0,0,0,0,3,11,0,206,0
66,Seniors,90933.0,Single,PhD,0,0,False,2249,6.16,Newer,90,4,4,6,1,1,1606.0,79.0,0.0492,True,1020.0,31.0,430.0,62.0,63.0,0,0,1,0,0,0,3,11,0,1527,1
75,Seniors,113734.0,Single,PhD,0,0,False,2191,6.0,Newer,9,27,0,0,0,1,274.0,3.0,0.0109,False,6.0,2.0,3.0,1.0,262.0,0,0,0,0,0,0,3,11,0,271,0
37,Adults,22148.0,Single,Graduation,0,0,False,2236,6.12,Newer,16,1,3,0,1,7,38.0,11.0,0.2895,False,15.0,5.0,14.0,0.0,4.0,0,0,0,0,0,0,3,11,0,27,0
33,Adults,73395.0,Married,Master,0,0,False,2262,6.19,Newer,94,4,6,4,1,2,386.0,11.0,0.0285,False,272.0,7.0,80.0,20.0,7.0,0,0,0,0,0,0,3,11,0,375,0
49,Mid-Age,29819.0,Divorced,Graduation,1,0,True,2407,6.59,Newer,77,3,3,0,3,6,37.0,2.0,0.0541,False,9.0,1.0,24.0,2.0,1.0,0,0,0,0,0,0,3,11,0,35,0
52,Mid-Age,45688.0,Married,Graduation,0,1,True,2314,6.34,Newer,20,3,8,1,2,4,297.0,9.0,0.0303,False,279.0,0.0,18.0,0.0,0.0,0,1,0,0,0,0,3,11,0,288,1
49,Mid-Age,60491.0,Married,PhD,0,1,True,2455,6.72,Newer,81,6,7,11,4,5,952.0,76.0,0.0798,False,637.0,47.0,237.0,12.0,19.0,0,0,0,0,0,0,3,11,0,876,0
34,Adults,33235.0,Together,Graduation,1,0,True,2303,6.31,Newer,71,3,3,0,1,7,64.0,6.0,0.0938,False,45.0,0.0,16.0,2.0,1.0,0,0,0,0,0,0,3,11,0,58,0
61,Seniors,35701.0,Married,Graduation,0,0,False,2626,7.19,Established,36,1,3,0,1,6,41.0,5.0,0.122,False,21.0,1.0,9.0,7.0,3.0,0,0,0,0,0,0,3,11,0,36,0
40,Adults,31535.0,Married,Master,1,0,True,2435,6.67,Newer,95,1,2,1,1,7,32.0,19.0,0.5938,False,15.0,4.0,13.0,0.0,0.0,1,0,0,0,0,0,3,11,0,13,1
60,Seniors,92556.0,Together,2n Cycle,0,0,False,2229,6.1,Newer,32,3,13,5,0,0,1235.0,28.0,0.0227,True,493.0,183.0,352.0,184.0,23.0,0,0,0,0,0,0,3,11,0,1207,0
50,Mid-Age,67384.0,Single,Graduation,0,1,True,2755,7.54,Established,32,7,5,8,2,5,1383.0,107.0,0.0774,True,957.0,40.0,175.0,158.0,53.0,0,1,0,0,0,0,3,11,0,1276,1
53,Mid-Age,77870.0,Married,Graduation,0,1,True,2835,7.76,Established,93,5,5,5,3,8,1682.0,133.0,0.0791,True,1017.0,50.0,500.0,65.0,50.0,0,1,0,1,0,0,3,11,1,1549,2
57,Mid-Age,52278.0,Widow,PhD,0,1,True,2679,7.33,Established,24,10,10,5,6,8,1024.0,174.0,0.1699,True,953.0,0.0,71.0,0.0,0.0,0,0,0,0,0,0,3,11,0,850,0
52,Mid-Age,57107.0,Single,Graduation,0,1,True,2833,7.76,Established,44,4,8,4,7,8,279.0,137.0,0.491,False,159.0,0.0,120.0,0.0,0.0,0,1,0,0,1,0,3,11,1,142,2
39,Adults,36038.0,Single,PhD,1,0,True,2553,6.99,Established,82,3,3,0,2,6,40.0,7.0,0.175,False,23.0,0.0,15.0,0.0,2.0,0,0,0,0,0,0,3,11,0,33,0
55,Mid-Age,34230.0,Together,PhD,1,1,True,2709,7.42,Established,72,1,2,0,1,7,19.0,2.0,0.1053,False,15.0,0.0,4.0,0.0,0.0,0,0,0,0,0,0,3,11,0,17,0
43,Adults,31878.0,Single,2n Cycle,0,1,True,2166,5.93,Newer,7,1,4,0,1,3,47.0,23.0,0.4894,False,23.0,4.0,5.0,10.0,5.0,0,0,0,0,0,0,3,11,0,24,0
48,Mid-Age,70932.0,Married,2n Cycle,0,1,True,2320,6.35,Newer,57,6,12,2,2,3,724.0,185.0,0.2555,False,200.0,193.0,100.0,46.0,185.0,0,0,0,0,0,0,3,11,0,539,0
64,Seniors,91249.0,Single,Graduation,0,0,False,2776,7.6,Established,84,7,6,9,0,4,1649.0,27.0,0.0164,True,1324.0,27.0,119.0,71.0,108.0,0,1,1,1,1,0,3,11,1,1622,4
